lem,val
madden,"anger,fear,negative"
madman,"anger,fear,negative"
mafia,"fear,negative"
mage,fear
maggot,"disgust,negative"
magical,"anticipation,joy,positive,surprise"
magician,surprise
magnetite,positive
maiden,positive
mail,anticipation
main,positive
mainstay,"positive,trust"
maintenance,trust
majestic,"anticipation,joy,positive,surprise,trust"
majesty,"positive,trust"
makeshift,negative
malady,negative
malaise,"negative,sadness"
malaria,"disgust,fear,negative,sadness"
malevolent,"anger,disgust,fear,negative,sadness"
malfeasance,"disgust,negative"
malformation,negative
malice,"anger,fear,negative"
malicious,"anger,disgust,fear,negative,sadness"
malpractice,"anger,negative"
mamma,trust
mandamus,"fear,negative"
mandarin,"positive,trust"
mange,"disgust,fear,negative"
mangle,"anger,disgust,fear,negative,sadness"
manhood,positive
mania,negative
manly,positive
manna,positive
manslaughter,"anger,disgust,fear,negative,sadness,surprise"
manual,trust
manufacturer,positive
manure,"disgust,negative"
mar,negative
march,positive
margin,"negative,sadness"
marine,trust
mark,positive
marketable,positive
maroon,negative
marquis,positive
marriage,"anticipation,joy,positive,trust"
marrow,"joy,positive,trust"
marry,"anticipation,fear,joy,positive,surprise,trust"
marshal,"positive,trust"
martial,anger
martingale,negative
martyr,"fear,negative,sadness"
martyrdom,"fear,negative,sadness"
masculine,positive
masochism,"anger,disgust,fear,negative"
massacre,"anger,disgust,fear,negative,sadness"
massage,"joy,positive"
master,positive
masterpiece,"joy,positive"
mastery,"anger,joy,positive,trust"
matchmaker,anticipation
mate,"positive,trust"
materialism,negative
materialist,"disgust,negative"
maternal,"anticipation,negative,positive"
mathematical,trust
matrimony,"anticipation,joy,positive,trust"
matron,"positive,trust"
mausoleum,sadness
maxim,trust
maximum,positive
mayor,positive
meadow,positive
meander,negative
meaningless,"negative,sadness"
measle,"disgust,fear,negative,sadness"
medal,"anticipation,joy,positive,surprise,trust"
meddle,"anger,negative"
medical,"anticipation,fear,positive,trust"
meditate,"anticipation,joy,positive,trust"
mediterranean,positive
medley,positive
meek,sadness
melancholic,"negative,sadness"
melancholy,"negative,sadness"
melee,"fear,negative"
melodrama,"anger,negative,sadness"
meltdown,"negative,sadness"
memento,positive
memorable,"joy,positive,surprise,trust"
memorial,sadness
mend,positive
menial,negative
mense,positive
mentor,"positive,trust"
mercenary,"fear,negative"
merchant,trust
merciless,"fear,negative"
merge,"anticipation,positive"
merit,"positive,trust"
meritorious,"joy,positive,trust"
merriment,"joy,positive,surprise"
merry,"joy,positive"
mess,"disgust,negative"
messenger,trust
messy,"disgust,negative"
metastasis,negative
methanol,negative
metropolitan,positive
mettle,positive
microscope,trust
microscopy,positive
midwife,"anticipation,joy,negative,positive,trust"
midwifery,positive
mighty,"anger,fear,joy,positive,trust"
mildew,"disgust,negative"
military,fear
militia,"anger,fear,negative,sadness"
mill,anticipation
mime,positive
mimicry,"negative,surprise"
minimize,negative
minimum,negative
ministry,"joy,positive,trust"
minority,negative
miracle,"anticipation,joy,positive,surprise,trust"
miraculous,"joy,positive,surprise"
mire,"disgust,negative"
mirth,"joy,positive"
misbehavior,"anger,disgust,negative,surprise"
miscarriage,"fear,negative,sadness"
mischief,negative
mischievous,negative
misconception,"anger,disgust,fear,negative"
misconduct,"disgust,negative"
misery,"anger,disgust,fear,negative,sadness"
misfortune,"fear,negative,sadness"
misguided,"disgust,negative"
mishap,"disgust,fear,negative,sadness,surprise"
misinterpretation,negative
mismanagement,negative
mismatch,negative
misnomer,negative
misrepresentation,"negative,sadness"
missile,fear
miss,"fear,negative,sadness"
missionary,positive
misstatement,"anger,disgust,negative"
mistake,"negative,sadness"
mistake,"fear,negative"
mistress,"anger,disgust,negative"
mistrust,"disgust,fear,negative"
misuse,negative
mite,"disgust,negative"
moan,"fear,sadness"
moat,trust
mob,"anger,fear,negative"
mobile,anticipation
mockery,"disgust,negative"
mock,"anger,disgust,negative,sadness"
model,positive
modest,"positive,trust"
modesty,positive
modify,surprise
molestation,"anger,disgust,fear,negative,sadness"
momentum,"anticipation,positive"
monetary,"anticipation,positive"
money,"anger,anticipation,joy,positive,surprise,trust"
monk,"positive,trust"
monochrome,"disgust,negative"
monogamy,trust
monopolist,negative
monsoon,"negative,sadness"
monster,"fear,negative"
monstrosity,"anger,disgust,fear,negative,surprise"
monument,positive
moody,"anger,negative,sadness"
mooring,trust
moot,negative
morgue,"disgust,fear,negative,sadness"
moribund,"negative,sadness"
morn,anticipation
morrow,anticipation
morsel,negative
mortar,positive
mortgagor,fear
mortification,"anticipation,disgust,fear,negative,sadness"
mortuary,"fear,negative,sadness"
mosque,anger
mosquito,"anger,disgust,negative"
mother,"anticipation,joy,negative,positive,sadness,trust"
motherhood,"joy,positive,trust"
motion,anticipation
motive,positive
mountain,anticipation
movable,positive
mover,positive
muck,"disgust,negative"
mucous,disgust
mucus,disgust
mud,negative
muddy,"disgust,negative"
muff,"anger,disgust,negative"
mug,"anger,fear,negative,positive,sadness"
mule,"anger,negative,trust"
mum,"fear,negative"
mumble,negative
mump,negative
murky,"disgust,negative,sadness"
muscular,positive
musket,fear
muss,negative
musty,"disgust,negative"
mutable,"anticipation,positive"
mutant,negative
mutiny,"anger,disgust,fear,negative,surprise"
mutter,"anger,negative"
mutual,positive
muzzle,"fear,negative"
myopia,"anger,negative,sadness"
mystic,surprise
nab,"negative,surprise"
nadir,negative
nag,"anger,negative"
naive,negative
nameless,"disgust,negative"
nap,"joy,positive"
napkin,sadness
nappy,"disgust,negative"
narcotic,negative
nascent,anticipation
nasty,"anger,disgust,fear,negative,sadness"
nation,trust
naturalist,positive
naughty,negative
nausea,"disgust,negative"
nauseous,"disgust,negative,sadness"
nay,negative
neatly,positive
necessity,sadness
nectar,positive
needful,negative
needle,positive
needy,negative
nefarious,"disgust,fear,negative,sadness,surprise"
negation,"anger,negative"
negative,"negative,sadness"
negro,"negative,sadness"
neighbor,"anticipation,positive,trust"
neighborhood,anticipation
nepotism,"anger,disgust,negative,sadness"
nerve,positive
nest,trust
nestle,"positive,trust"
nether,"anger,fear,negative,sadness"
nettle,"anger,disgust,negative"
network,anticipation
neuralgia,"fear,negative,sadness"
neurosis,"fear,negative,sadness"
neurotic,"disgust,fear,negative"
newcomer,"fear,surprise"
nicotine,"disgust,negative"
nigger,negative
nightmare,"fear,negative"
nihilism,negative
nobility,"anticipation,positive,trust"
noble,"positive,trust"
nobleman,"positive,trust"
noise,negative
noisy,"anger,negative"
nomination,positive
noncompliance,"anger,anticipation,fear,negative,sadness"
noose,"negative,sadness"
normality,positive
nose,disgust
notary,trust
note,positive
nothingness,"negative,sadness"
notification,anticipation
notion,positive
notoriety,"anger,disgust,fear,negative,positive"
nourishment,positive
noxious,"disgust,fear,negative"
nuisance,"anger,negative"
nul,negative
nullify,"negative,surprise"
number,positive
nun,"negative,trust"
nurse,"positive,trust"
nursery,"joy,positive,trust"
nurture,"anger,anticipation,disgust,fear,joy,positive,trust"
nutritious,"positive,sadness"
oaf,negative
oak,positive
oasis,"anticipation,joy,positive,trust"
oath,"positive,trust"
obedience,"positive,trust"
obey,"fear,trust"
obi,"disgust,fear,negative"
obit,"negative,sadness,surprise"
obituary,"negative,sadness"
obligor,"fear,negative"
oblivion,"anger,fear,negative"
obnoxious,"anger,disgust,negative,sadness"
obscurity,negative
observant,positive
obstacle,"anger,fear,negative,sadness"
obstetrician,trust
obstinate,negative
obtainable,"joy,positive"
obtuse,negative
obvious,"positive,trust"
occasional,surprise
occult,"disgust,fear,negative"
occupy,positive
octopus,disgust
oddity,"disgust,negative,sadness,surprise"
odious,"anger,disgust,fear,negative"
odor,negative
offhand,negative
officer,"positive,trust"
official,trust
off,negative
offset,"anticipation,positive"
offshoot,positive
ogre,"disgust,fear,negative"
old,sadness
olfactory,"anticipation,negative"
oligarchy,negative
omen,"anticipation,fear,negative"
ominous,"anticipation,fear,negative"
omit,negative
omnipotence,"fear,negative,positive"
omniscient,"positive,trust"
onerous,"anger,negative,sadness"
ongoing,anticipation
onset,anticipation
onus,negative
ooze,"disgust,negative"
opaque,negative
openness,positive
opera,"anger,anticipation,fear,joy,positive,sadness,surprise,trust"
operatic,negative
operation,"fear,trust"
opiate,negative
opinionated,"anger,negative"
opium,"anger,disgust,fear,negative,sadness"
opponent,"anger,anticipation,disgust,fear,negative"
opposition,"anger,negative"
oppressor,"anger,fear,negative,sadness"
optimism,"anticipation,joy,positive,surprise,trust"
optimist,"positive,trust"
oracle,"anticipation,positive,trust"
oration,positive
orc,"anger,disgust,fear,negative"
orchestra,"anger,joy,positive,sadness,trust"
ordain,"positive,trust"
ordeal,"anger,negative,surprise"
orderly,positive
ordnance,"fear,negative"
orgasm,"anticipation,joy,positive"
originality,"positive,surprise"
ornament,positive
ornate,positive
orphan,"fear,negative,sadness"
orthodoxy,trust
ostensibly,negative
oust,"anger,negative,sadness"
outburst,"anger,fear,joy,negative,positive,sadness,surprise"
outcast,"disgust,fear,negative,sadness"
outcome,positive
outcry,"anger,fear,negative,surprise"
outdo,"anticipation,positive"
outhouse,"disgust,negative"
outlandish,negative
outlaw,negative
outpost,fear
outsider,fear
outstanding,"joy,negative,positive"
outward,positive
ovation,"negative,sadness"
overbearing,"anger,negative"
overburden,negative
overcast,negative
overdue,"anticipation,negative,sadness,surprise"
overflow,negative
overgrown,negative
overjoy,"joy,positive"
overload,"negative,sadness"
overpay,negative
overpriced,"anger,disgust,negative,sadness"
oversight,negative
overt,fear
overthrow,"anticipation,fear,negative"
overture,anticipation
overturn,negative
owe,"anger,anticipation,disgust,fear,negative,sadness,trust"
ownership,positive
oxidation,negative
pacific,positive
pact,trust
paddle,"anticipation,positive"
palatable,positive
palliative,positive
palpable,surprise
palsy,"disgust,fear,negative,sadness"
panacea,positive
panache,positive
pandemic,"fear,negative,sadness"
pang,"negative,surprise"
panic,"fear,negative"
panier,positive
paprika,positive
parachute,fear
parade,"anticipation,fear,joy,negative,positive,surprise"
paragon,"anticipation,joy,positive,trust"
paralysis,"anger,anticipation,fear,negative,sadness"
paralyze,"anger,fear,negative,sadness,surprise"
paramount,positive
paranoia,"fear,negative"
paraphrase,"negative,positive"
parasite,"disgust,fear,negative"
pardon,positive
pare,"anger,anticipation,fear,negative,sadness"
parentage,positive
parietal,"positive,trust"
parish,trust
parliament,trust
parole,anticipation
parrot,"disgust,negative"
parsimonious,negative
partake,"positive,trust"
participation,positive
parting,sadness
partisan,negative
partner,positive
partnership,"positive,trust"
passe,negative
passenger,anticipation
pastime,positive
pastor,"joy,positive,trust"
pastry,"joy,positive"
pasture,positive
patch,negative
patent,positive
pathetic,"disgust,negative,sadness"
patience,"anticipation,positive,trust"
patient,"anticipation,positive"
patriarchal,"positive,trust"
patrol,trust
patronage,"positive,trust"
patter,"anger,negative"
paucity,"anger,disgust,negative,sadness"
pauper,"negative,sadness"
pavement,trust
pawn,"negative,trust"
pay,"anticipation,joy,positive,trust"
payback,"anger,negative"
payment,negative
peaceable,positive
peacock,positive
peck,positive
pedestrian,negative
pedigree,"positive,trust"
peerless,positive
penal,"fear,negative,sadness"
penalty,"anger,fear,negative,sadness"
penance,"fear,sadness"
penchant,positive
penetration,"anger,fear,negative"
penitentiary,"anger,negative"
pensive,sadness
perceive,"positive,trust"
perceptible,positive
perchance,surprise
perdition,"anger,disgust,fear,negative,sadness"
perennial,"positive,trust"
performer,positive
peri,surprise
periodicity,trust
perjury,"fear,negative,surprise"
perk,positive
permission,positive
pernicious,"anger,fear,negative,sadness"
perpetrator,"anger,disgust,fear,negative,sadness"
perspiration,disgust
persuade,trust
pertinent,"positive,trust"
perturbation,"fear,negative"
pertussis,negative
pessimism,"anger,fear,negative,sadness"
pessimist,"fear,negative,sadness"
pest,"anger,disgust,fear,negative"
pestilence,"disgust,fear,negative"
pet,negative
petroleum,"disgust,negative,positive"
petty,negative
phalanx,"fear,trust"
phantom,"fear,negative"
pharmaceutical,positive
philanthropic,trust
philanthropist,"positive,trust"
philanthropy,positive
philosopher,"positive,trust"
phlegm,"disgust,negative"
phoenix,positive
phonetic,positive
phony,"anger,disgust,negative"
physician,"positive,trust"
physicist,trust
physic,positive
physiology,positive
physique,positive
pick,positive
pickle,negative
picnic,"anticipation,joy,positive,surprise,trust"
picturesque,"joy,positive"
piety,positive
pig,"disgust,negative"
pigeon,negative
pile,"disgust,negative"
pill,"positive,trust"
pillage,"anger,disgust,fear,negative"
pillow,positive
pilot,"positive,trust"
pimp,negative
pimple,"disgust,negative"
pine,"negative,sadness"
pinion,"fear,negative"
pinnacle,positive
pioneer,positive
pious,"disgust,positive,sadness,trust"
pique,"anger,negative"
piracy,negative
pirate,"anger,negative"
pistol,negative
pitfall,"anger,disgust,fear,negative,sadness,surprise"
pith,"positive,trust"
pity,sadness
pivot,"positive,trust"
placard,surprise
placid,positive
plagiarism,"disgust,negative"
plague,"disgust,fear,negative,sadness"
plaintiff,negative
plaintive,sadness
plate,negative
player,negative
playful,"anger,joy,positive,surprise,trust"
playground,"anticipation,joy,positive,surprise,trust"
playhouse,"joy,positive"
pleasant,"anticipation,joy,positive,surprise,trust"
pleasurable,"joy,positive"
pledge,"joy,positive,trust"
plenary,positive
plentiful,positive
plexus,positive
plight,"anticipation,disgust,fear,negative,sadness"
plod,negative
plum,positive
plumb,positive
plummet,"fear,negative"
plump,anticipation
plunder,"anger,disgust,fear,negative,sadness,surprise"
plunge,"fear,negative"
plush,positive
ply,positive
pneumonia,"fear,negative"
poach,"anger,disgust,fear,negative,sadness"
pointedly,positive
pointless,"negative,sadness"
poke,"anticipation,negative"
polarity,surprise
polemic,"anger,disgust,negative"
police,"fear,positive,trust"
policeman,"fear,positive,trust"
policy,trust
polio,"fear,negative,sadness"
poll,trust
polygamy,"disgust,negative"
pomp,negative
pompous,"disgust,negative"
ponderous,negative
pontiff,trust
pool,positive
poorly,negative
pop,"negative,surprise"
pope,positive
population,positive
porcupine,negative
porn,"disgust,negative"
porno,negative
pornographic,negative
pornography,"disgust,negative"
portable,positive
pose,negative
posse,fear
possibility,anticipation
posthumous,"negative,sadness"
postponement,"negative,surprise"
potable,positive
potency,positive
pound,"anger,negative"
poverty,"anger,disgust,fear,negative,sadness"
pow,anger
powerless,"anger,disgust,fear,negative,sadness"
practise,"anticipation,positive"
praiseworthy,"anticipation,joy,positive,surprise,trust"
prank,"negative,surprise"
pray,"anticipation,fear,joy,positive,surprise,trust"
precarious,"anticipation,fear,negative,sadness"
precaution,positive
precinct,negative
precious,"anticipation,joy,positive,surprise"
precipice,fear
preclude,anger
precursor,anticipation
predatory,negative
predicament,"fear,negative"
predilection,"anticipation,positive"
predispose,anticipation
predominant,"positive,trust"
preeminent,positive
prefer,"positive,trust"
pregnancy,"disgust,negative"
prejudicial,"anger,negative"
preliminary,anticipation
premature,surprise
premeditate,"fear,negative"
premier,positive
premise,positive
preparatory,anticipation
preponderance,trust
prerequisite,anticipation
prescient,"anticipation,positive"
presence,positive
president,"positive,trust"
pressure,negative
prestige,"joy,positive,trust"
presto,"joy,positive,surprise"
presumption,trust
presumptuous,"anger,disgust,negative"
pretty,"anticipation,joy,positive,trust"
prevail,"anticipation,joy,positive"
prevalent,trust
prey,"fear,negative"
priceless,positive
prick,"anger,disgust,fear,negative,surprise"
prickly,negative
pride,"joy,positive"
priest,"positive,trust"
priesthood,"anticipation,joy,positive,sadness,trust"
priestly,positive
primacy,positive
primary,positive
prime,positive
primer,"positive,trust"
princess,positive
principal,"positive,trust"
pristine,positive
privileged,"joy,positive,trust"
privy,"negative,trust"
probability,anticipation
probation,"anticipation,fear,sadness"
probity,"positive,trust"
problem,"fear,negative,sadness"
procedure,"fear,positive"
proceeding,anticipation
procession,"joy,positive,sadness,surprise"
proctor,"positive,trust"
procure,positive
prodigal,"negative,positive"
professor,"positive,trust"
professorship,trust
prognosis,"anticipation,fear"
prognostic,anticipation
prolific,positive
prologue,anticipation
prolong,"disgust,negative"
promiscuous,negative
promotion,positive
proof,trust
prop,positive
propaganda,negative
proper,positive
prophecy,anticipation
prophylactic,"anticipation,positive,trust"
proposition,positive
protector,"positive,trust"
protestant,fear
proud,"anticipation,joy,positive,trust"
prove,positive
prove,trust
proverbial,positive
proviso,trust
provocation,"anger,negative"
provoke,"anger,disgust,negative"
prowl,"fear,surprise"
proxy,trust
prudence,positive
prudent,"positive,trust"
psalm,positive
psychosis,"anger,fear,negative,sadness"
public,"anticipation,positive"
publicist,negative
puffy,negative
puke,disgust
pull,positive
pulpit,positive
puma,"fear,surprise"
punch,"anger,fear,negative,sadness,surprise"
pungent,"disgust,negative"
punitive,"anger,fear,negative,sadness"
punt,anticipation
puppy,"anticipation,positive,trust"
purely,"positive,trust"
purgatory,"disgust,fear,negative"
purge,"fear,negative"
purification,"positive,trust"
purify,"joy,positive,trust"
purist,positive
purity,"positive,surprise"
purr,"joy,positive,trust"
pus,"disgust,negative"
putative,trust
quack,"disgust,negative"
quagmire,"disgust,negative"
quail,"fear,negative"
quaint,"joy,positive,trust"
quake,fear
quandary,"anger,fear,negative"
quarantine,fear
quarrel,"anger,negative"
quash,"fear,negative"
quell,negative
quest,"anticipation,positive"
quicken,anticipation
quickness,"positive,surprise"
quicksilver,"negative,surprise"
quiescent,positive
quiet,"positive,sadness"
quinine,positive
quit,negative
quiz,negative
quote,"anticipation,negative,positive,surprise"
rabble,"anger,fear,negative"
rabid,"anger,anticipation,disgust,fear,negative,sadness"
rabie,negative
rack,"negative,sadness"
racket,negative
radar,trust
radiance,"anticipation,joy,positive,trust"
radiant,"joy,positive"
radio,positive
radioactive,"fear,negative"
radon,"fear,negative"
raffle,"anticipation,surprise"
rag,"disgust,negative"
raid,"anger,fear,negative,surprise"
rail,"anger,anticipation,negative"
rainy,sadness
ram,"anger,anticipation,negative"
rambling,negative
rampage,"anger,fear,negative"
rancid,"disgust,negative"
randomly,surprise
ranger,trust
ransom,"anger,fear,negative"
rape,"anger,disgust,fear,negative,sadness"
rapid,surprise
rap,anger
rapt,"joy,positive,surprise,trust"
raptor,"fear,negative"
rapture,"anticipation,joy,positive"
rarity,surprise
rascal,"anger,disgust,fear,negative"
rash,"disgust,negative"
rat,"disgust,fear,negative"
ratify,trust
rating,"anger,fear,negative,sadness"
rational,"positive,trust"
rattlesnake,fear
raucous,negative
ravenous,"anger,fear,negative,sadness"
ravine,fear
razor,fear
react,"anger,fear"
reactionary,negative
reader,positive
readily,positive
read,positive
reaffirm,positive
real,"positive,trust"
reappear,surprise
rear,negative
reason,positive
rebate,positive
rebel,"anger,fear,negative"
rebellion,"anger,disgust,fear"
rebuke,negative
rebut,negative
recalcitrant,"anger,disgust,negative"
recast,positive
recherche,positive
recidivism,"anger,disgust,negative,sadness"
recipient,anticipation
reciprocate,positive
reclamation,positive
recline,"positive,trust"
recognizable,"anticipation,positive"
recombination,anticipation
recommend,"positive,trust"
reconciliation,"anticipation,joy,positive,trust"
reconsideration,"positive,trust"
recorder,positive
recoup,positive
recovery,positive
recruit,trust
rectify,positive
recurrent,anticipation
redemption,positive
redress,positive
redundant,negative
referee,trust
reflex,surprise
reflux,"disgust,negative"
refractory,negative
refresh,positive
refugee,sadness
refurbish,positive
refutation,fear
regal,"positive,trust"
regatta,anticipation
regent,"positive,trust"
regiment,fear
registry,trust
regrettable,"negative,sadness"
regularity,"anticipation,positive,trust"
regulate,positive
regulatory,"fear,negative"
regurgitation,disgust
rein,negative
reinstate,positive
rekindle,"anticipation,fear,joy,negative,positive,surprise"
relapse,"fear,negative,sadness"
relate,trust
relative,trust
relaxation,positive
relegation,negative
relevant,"positive,trust"
reliance,"positive,trust"
relic,sadness
relief,positive
relieve,positive
religion,trust
relinquish,negative
reluctant,"fear,negative"
remain,"disgust,fear,negative,positive,trust"
remake,positive
remand,"anger,negative"
remodel,positive
remorse,"negative,sadness"
renaissance,positive
rencontre,negative
rend,negative
render,positive
renegade,"anger,negative"
renewal,positive
renounce,"anger,negative"
renunciation,negative
reorganize,positive
reparation,"positive,trust"
repay,"anger,anticipation,joy,positive,trust"
repent,"fear,positive"
replenish,positive
replete,positive
reporter,"positive,trust"
repose,positive
reprimand,"anger,negative"
reprint,negative
reprisal,"anger,fear,negative,sadness"
reproach,"anger,disgust,negative,sadness"
reproductive,"joy,positive"
republic,negative
repudiation,"anger,disgust,negative"
repulsion,"disgust,fear,negative"
reputable,"positive,trust"
requiem,sadness
rescind,negative
rescission,negative
rescue,"anticipation,joy,positive,surprise,trust"
resection,fear
reserve,positive
resident,positive
resilient,positive
resolutely,positive
resource,"joy,positive,trust"
respite,"joy,positive,trust"
resplendent,"joy,positive"
restitution,"anger,positive"
restlessness,anticipation
restraint,positive
resumption,positive
retain,trust
retaliatory,"anger,negative"
retention,positive
reticent,"fear,negative"
retirement,"anticipation,fear,joy,negative,positive,sadness,trust"
retort,negative
retrenchment,"fear,negative"
retribution,"anger,fear,negative,sadness"
retrograde,negative
reunion,"anticipation,positive,trust"
revenge,"anger,anticipation,fear,negative,surprise"
reverend,"joy,positive"
reverie,"joy,positive,trust"
revise,positive
revocation,negative
revoke,"anger,disgust,fear,negative,sadness"
revolution,"anger,anticipation,fear,negative,positive,sadness,surprise"
revolutionary,positive
revolver,"anger,fear,negative,sadness"
revulsion,"anger,disgust,fear,negative"
reward,"anticipation,joy,positive,surprise,trust"
rheumatism,"anger,fear,negative,sadness"
rhythm,positive
rhythmical,"joy,positive,surprise"
ribbon,"anger,anticipation,joy,positive"
richness,positive
rickety,negative
rider,positive
rife,negative
rifle,"anger,fear,negative"
rift,negative
righteous,positive
rightful,positive
rightly,positive
ringer,"anger,negative"
riot,"anger,fear,negative"
riotous,"anger,fear,negative,surprise"
ripe,positive
ripen,"anticipation,positive"
rise,"anticipation,joy,positive"
risk,"anticipation,fear,negative"
risky,"anticipation,fear,negative"
rivalry,"anger,negative"
riveting,positive
roadster,"joy,positive,trust"
rob,"anger,disgust,fear,negative,sadness"
robber,"disgust,fear,negative"
robbery,"anger,disgust,fear,negative,sadness"
robust,positive
rock,positive
rocket,anger
rod,"fear,positive,trust"
rogue,"disgust,negative"
rollick,"joy,positive"
romance,"anticipation,fear,joy,positive,sadness,surprise,trust"
romp,"joy,positive"
rook,"anger,disgust,negative"
root,"positive,trust"
rosy,positive
rota,"positive,trust"
roughness,negative
roulette,anticipation
rout,negative
routine,"positive,trust"
row,"anger,negative"
rowdy,negative
royalty,positive
rubbish,"disgust,negative"
rubble,"fear,negative,sadness"
rubric,positive
rue,"negative,sadness"
ruffle,negative
rugged,negative
ruinous,"anger,disgust,fear,negative,sadness"
rule,"fear,trust"
rumor,"negative,sadness"
runaway,"negative,sadness"
rupture,"fear,negative,sadness,surprise"
ruse,negative
rust,negative
rusty,negative
ruth,positive
ruthless,"anger,disgust,fear,negative"
saber,"anger,fear,negative"
sabotage,"anger,disgust,fear,negative,sadness,surprise"
sacrifice,"disgust,fear,negative,sadness"
sadly,"negative,sadness"
sadness,"negative,sadness,trust"
safe,"joy,positive,trust"
safeguard,"positive,trust"
safekeeping,trust
sag,"fear,negative"
sage,"positive,trust"
saint,"anticipation,joy,positive,surprise,trust"
saintly,"anticipation,joy,positive,surprise,trust"
salary,"anticipation,joy,positive,trust"
salient,positive
saliva,anticipation
sally,surprise
saloon,anger
salutary,"joy,positive,trust"
salute,"joy,positive"
salvation,"anticipation,joy,positive,trust"
salve,positive
samurai,"fear,positive"
sanctification,"joy,positive,trust"
sanctify,"anticipation,joy,positive,sadness,surprise,trust"
sanctuary,"anticipation,joy,positive,trust"
sanguine,positive
sanitary,positive
sap,"negative,sadness"
sappy,trust
sarcasm,"anger,disgust,negative,sadness"
sarcoma,"fear,negative,sadness"
sardonic,negative
satanic,"anger,negative"
satin,positive
satisfactorily,positive
satisfied,"joy,positive"
saturate,"disgust,negative"
savage,"anger,fear,negative"
savagery,"anger,fear,negative"
savor,"anticipation,disgust,joy,positive,sadness,trust"
savory,positive
savvy,positive
scab,negative
scaffold,"fear,negative"
scalpel,"fear,negative"
scaly,negative
scanty,negative
scapegoat,"anger,fear,negative"
scar,"anger,disgust,fear,negative,sadness"
scarcity,"anger,fear,negative,sadness"
scare,"anger,anticipation,fear,negative,surprise"
scarecrow,"fear,negative,positive"
scavenger,negative
sceptical,trust
scheme,negative
schism,"anger,negative"
schizophrenia,"anger,disgust,fear,negative,sadness"
scholar,positive
scholarship,"joy,positive"
school,trust
sciatica,negative
scientific,"positive,trust"
scientist,"anticipation,positive,trust"
scintilla,positive
scoff,"anger,disgust,negative"
scorch,"anger,negative"
score,"anticipation,joy,positive,surprise"
scorn,"anger,negative"
scorpion,"anger,disgust,fear,negative,surprise"
scotch,negative
scoundrel,"anger,disgust,fear,negative,trust"
scourge,"anger,fear,negative,sadness"
scramble,negative
scrapie,"anger,fear,negative,sadness"
screech,"fear,negative,surprise"
screw,"anger,negative"
scribe,positive
scrimmage,"negative,surprise"
script,positive
scripture,trust
scrub,"disgust,negative"
scrumptious,positive
scrutinize,"anticipation,negative"
scrutiny,negative
sculpture,positive
scum,"disgust,negative"
sea,positive
sear,negative
season,positive
secession,negative
seclude,"negative,sadness"
seclusion,"fear,negative,positive"
secondhand,negative
secrecy,"surprise,trust"
secretariat,positive
sectarian,"anger,fear,negative"
secular,anticipation
security,trust
sedition,"anger,negative,sadness"
seduce,negative
seek,anticipation
seize,"fear,negative"
seizure,fear
senate,trust
senile,"fear,negative,sadness"
seniority,"positive,trust"
sensational,"joy,positive"
sense,positive
senseless,"anger,disgust,fear,negative,sadness,surprise"
sensuous,"joy,positive"
sentence,"anger,anticipation,disgust,fear,negative,sadness"
sentinel,"positive,trust"
sentry,trust
separatist,"anger,disgust,negative"
sepsis,"fear,negative,sadness"
septic,"disgust,negative"
sequel,anticipation
sequestration,"negative,sadness"
serial,anticipation
series,trust
seriousness,"fear,sadness"
sermon,"positive,trust"
serpent,"disgust,fear,negative"
serum,positive
servant,"negative,trust"
serve,"negative,trust"
servile,"disgust,fear,negative,sadness"
servitude,negative
setback,"negative,sadness"
settlor,"fear,positive"
sewage,"disgust,negative"
sewer,disgust
sewerage,"disgust,negative"
sex,"anticipation,joy,positive,trust"
shabby,"disgust,negative"
shack,"disgust,negative,sadness"
shackle,"anger,anticipation,disgust,fear,negative,sadness"
shady,"fear,negative"
shake,"fear,negative"
shaky,"anger,anticipation,fear,negative"
sham,"anger,disgust,negative"
shamble,negative
shameless,"disgust,negative"
shanghai,"disgust,fear,negative"
shank,fear
share,"anticipation,joy,positive,trust"
shark,negative
sharpen,"anger,anticipation"
shed,negative
shell,"anger,fear,negative,sadness,surprise"
shelter,"positive,trust"
shelve,negative
shepherd,"positive,trust"
sheriff,trust
ship,anticipation
shipwreck,"fear,negative,sadness"
shit,"anger,disgust,negative"
shiver,"anger,anticipation,fear,negative,sadness"
shock,"anger,fear,negative,surprise"
shockingly,surprise
shoddy,"anger,disgust,negative"
shooter,fear
shopkeeper,trust
shoplifting,"anger,disgust,negative"
shopping,"anticipation,joy,positive,surprise,trust"
shortage,"anger,fear,negative,sadness"
shortcoming,negative
shortly,anticipation
shot,"anger,fear,negative,sadness,surprise"
shoulder,"positive,trust"
shout,"anger,surprise"
shove,"anger,negative"
show,trust
showy,negative
shrapnel,fear
shrewd,positive
shriek,"anger,fear,negative,sadness,surprise"
shrill,"anger,fear,negative,surprise"
shrink,"fear,negative,sadness"
shroud,sadness
shrink,negative
shudder,"fear,negative"
shun,"anger,disgust,negative,sadness"
sib,trust
sickening,"anger,disgust,fear,negative,sadness"
sickly,"disgust,negative,sadness"
signature,trust
signify,anticipation
silk,positive
silly,"joy,negative"
simplify,"anticipation,joy,positive,surprise,trust"
sing,"anticipation,joy,positive,sadness,trust"
singly,positive
singularly,surprise
sinister,"anger,disgust,fear,negative"
sinner,"anger,disgust,fear,negative,sadness"
sir,"positive,trust"
siren,"fear,negative"
